Date,Withdrawal_Amount
7/22/2022,5385.981489
7/23/2022,10697.39627
7/24/2022,3190.124637
7/25/2022,3902.066688
7/26/2022,7065.793622
7/27/2022,8449.883519
7/28/2022,9071.37739
7/29/2022,7333.477611
7/30/2022,17679.28102
7/31/2022,10560.90177
8/1/2022,13138.77172
8/2/2022,9132.29441
8/3/2022,3705.564472
8/4/2022,5003.386496
8/5/2022,5674.235139
8/6/2022,11128.65754
8/7/2022,4605.20571
8/8/2022,8651.278188
8/9/2022,5505.166783
8/10/2022,9003.690021
8/11/2022,3950.586606
8/12/2022,5619.658424
8/13/2022,10760.5455
8/14/2022,4359.723547
8/15/2022,10802.12979
8/16/2022,4467.603061
8/17/2022,3034.889104
8/18/2022,4137.146129
8/19/2022,6072.678384
8/20/2022,10729.41573
8/21/2022,11160.40054
8/22/2022,9654.400611
8/23/2022,3542.589734
8/24/2022,3712.257197
8/25/2022,6821.563759
8/26/2022,8254.428178
8/27/2022,6795.008853
8/28/2022,7042.445784
8/29/2022,9444.588043
8/30/2022,5673.386534
8/31/2022,5073.691278
9/1/2022,14679.51087
9/2/2022,7845.429999
9/3/2022,9930.637693
9/4/2022,4201.021472
9/5/2022,3021.874486
9/6/2022,9372.200036
9/7/2022,4734.387476
9/8/2022,3239.754263
9/9/2022,4467.122504
9/10/2022,8863.992909
9/11/2022,6552.408414
9/12/2022,6168.287799
9/13/2022,5608.929434
9/14/2022,5282.317945
9/15/2022,13766.52734
9/16/2022,6462.949875
9/17/2022,8119.325169
9/18/2022,5173.713717
9/19/2022,5806.758827
9/20/2022,7123.705624
9/21/2022,5750.786017
9/22/2022,7247.701401
9/23/2022,6169.735399
9/24/2022,12130.42476
9/25/2022,4226.850745
9/26/2022,4339.45201
9/27/2022,7304.260805
9/28/2022,3083.423465
9/29/2022,7887.868599
9/30/2022,6537.640666
10/1/2022,6183.153962
10/2/2022,2598.442544
10/3/2022,6003.273973
10/4/2022,7867.828229
10/5/2022,5781.136909
10/6/2022,6409.435237
10/7/2022,7587.978467
10/8/2022,6071.58444
10/9/2022,9036.422413
10/10/2022,9562.964477
10/11/2022,8693.465206
10/12/2022,8301.146194
10/13/2022,3744.109856
10/14/2022,7717.95775
10/15/2022,4397.205794
10/16/2022,11766.33635
10/17/2022,5372.339106
10/18/2022,5973.577733
10/19/2022,6673.452318
10/20/2022,10037.25001
10/21/2022,5737.652323
10/22/2022,9862.420296
10/23/2022,6924.56917
10/24/2022,6433.913612
10/25/2022,3546.655442
10/26/2022,5838.069757
10/27/2022,7905.239738
10/28/2022,7000.311353
10/29/2022,10065.29981
10/30/2022,12580.44586
10/31/2022,5180.483354
11/1/2022,6244.493578
11/2/2022,4570.709568
11/3/2022,6004.577658
11/4/2022,2966.26148
11/5/2022,8873.605267
11/6/2022,4066.628851
11/7/2022,5169.881391
11/8/2022,5731.774234
11/9/2022,4026.891169
11/10/2022,5594.838478
11/11/2022,7230.062034
11/12/2022,2948.732032
11/13/2022,10000.89035
11/14/2022,5412.896084
11/15/2022,7120.112652
11/16/2022,5547.447951
11/17/2022,10145.72867
11/18/2022,6656.515669
11/19/2022,8067.468171
11/20/2022,10945.33869
11/21/2022,3569.935312
11/22/2022,5507.02482
11/23/2022,4921.873621
11/24/2022,8442.316669
11/25/2022,3692.505663
11/26/2022,11066.0278
11/27/2022,8550.52363
11/28/2022,9323.020256
11/29/2022,6785.999757
11/30/2022,4173.249648
12/1/2022,5033.351356
12/2/2022,3038.284633
12/3/2022,5953.352667
12/4/2022,6695.645805
12/5/2022,8614.639986
12/6/2022,4531.009824
12/7/2022,8736.564827
12/8/2022,8420.906233
12/9/2022,2407.024261
12/10/2022,3411.107829
12/11/2022,5563.422166
12/12/2022,2843.23305
12/13/2022,6879.258138
12/14/2022,2703.611733
12/15/2022,5788.728846
12/16/2022,6741.382346
12/17/2022,3614.361061
12/18/2022,3588.369582
12/19/2022,3750.033983
12/20/2022,4365.898098
12/21/2022,3479.892693
12/22/2022,10141.92565
12/23/2022,3215.791886
12/24/2022,4473.920773
12/25/2022,3540.684733
12/26/2022,9420.957244
12/27/2022,7956.026151
12/28/2022,4970.654442
12/29/2022,7555.329777
12/30/2022,10465.61442
12/31/2022,8308.449381
1/1/2023,14152.28088
1/2/2023,9149.259039
1/3/2023,8219.055065
1/4/2023,6918.635346
1/5/2023,4876.745245
1/6/2023,7289.570876
1/7/2023,7520.343254
1/8/2023,2873.175627
1/9/2023,8726.201705
1/10/2023,6011.787567
1/11/2023,7597.575015
1/12/2023,5973.308644
1/13/2023,5243.136961
1/14/2023,7994.273731
1/15/2023,7697.512354
1/16/2023,9571.172906
1/17/2023,5924.873772
1/18/2023,8995.026214
1/19/2023,4020.304583
1/20/2023,4341.731019
1/21/2023,3029.728249
1/22/2023,6574.263439
1/23/2023,5875.849645
1/24/2023,7351.989304
1/25/2023,2229.306504
1/26/2023,4343.839857
1/27/2023,3591.824966
1/28/2023,4779.538843
1/29/2023,11149.35501
1/30/2023,13589.76858
1/31/2023,2099.627252
2/1/2023,4933.112962
2/2/2023,7804.428125
2/3/2023,6806.164653
2/4/2023,9164.493111
2/5/2023,9388.021335
2/6/2023,8012.243259
2/7/2023,4131.5964
2/8/2023,7410.305164
2/9/2023,7520.555585
2/10/2023,5929.472955
2/11/2023,5704.703813
2/12/2023,9782.388473
2/13/2023,5084.854942
2/14/2023,4025.622991
2/15/2023,5452.655885
2/16/2023,3392.547944
2/17/2023,8120.863965
2/18/2023,10081.76355
2/19/2023,3999.18464
2/20/2023,5742.499627
2/21/2023,7305.607023
2/22/2023,6393.790741
2/23/2023,3155.628363
2/24/2023,4153.483163
2/25/2023,3965.067589
2/26/2023,9394.135089
2/27/2023,3792.515701
2/28/2023,2499.358967
3/1/2023,12013.58961
3/2/2023,7593.461197
3/3/2023,5623.587647
3/4/2023,2594.06422
3/5/2023,6992.714209
3/6/2023,4475.36367
3/7/2023,2172.47839
3/8/2023,9036.729187
3/9/2023,8299.343435
3/10/2023,5602.08217
3/11/2023,8773.651018
3/12/2023,3539.597584
3/13/2023,7059.125642
3/14/2023,3190.918123
3/15/2023,4513.073035
3/16/2023,5515.317651
3/17/2023,8595.418352
3/18/2023,10047.37254
3/19/2023,7236.504378
3/20/2023,4795.166666
3/21/2023,5317.380244
3/22/2023,6647.230304
3/23/2023,10105.08931
3/24/2023,10024.7371
3/25/2023,8259.825195
3/26/2023,8473.187465
3/27/2023,3637.813548
3/28/2023,2270.532615
3/29/2023,5296.503705
3/30/2023,10265.91248
3/31/2023,1998.476235
4/1/2023,13806.51837
4/2/2023,10803.23133
4/3/2023,7364.423806
4/4/2023,4454.828027
4/5/2023,7209.789589
4/6/2023,9018.668458
4/7/2023,5096.776302
4/8/2023,4756.834723
4/9/2023,11094.83247
4/10/2023,2736.409837
4/11/2023,3651.628566
4/12/2023,7122.957722
4/13/2023,7083.192529
4/14/2023,5221.353658
4/15/2023,13557.89119
4/16/2023,6799.076241
4/17/2023,6138.981563
4/18/2023,5166.441852
4/19/2023,2715.422889
4/20/2023,7839.321583
4/21/2023,3576.864892
4/22/2023,5111.911102
4/23/2023,10978.11687
4/24/2023,7259.786278
4/25/2023,8436.281584
4/26/2023,4283.246985
4/27/2023,8507.26883
4/28/2023,5872.963841
4/29/2023,7162.472788
4/30/2023,6771.745475
5/1/2023,8489.784719
5/2/2023,6497.055236
5/3/2023,5697.961056
5/4/2023,4551.058256
5/5/2023,3213.733094
5/6/2023,5552.84509
5/7/2023,7057.817795
5/8/2023,9643.452255
5/9/2023,8280.096609
5/10/2023,5313.059793
5/11/2023,3890.273786
5/12/2023,10219.54793
5/13/2023,10916.59625
5/14/2023,2568.460386
5/15/2023,9627.976345
5/16/2023,2131.582541
5/17/2023,5085.633873
5/18/2023,6208.408742
5/19/2023,7776.611775
5/20/2023,5073.619639
5/21/2023,11306.82914
5/22/2023,9413.250029
5/23/2023,2522.869442
5/24/2023,7269.871667
5/25/2023,4169.782825
5/26/2023,4595.839007
5/27/2023,7736.790687
5/28/2023,5100.257139
5/29/2023,9091.461118
5/30/2023,14254.46615
5/31/2023,8469.971124
6/1/2023,14676.60333
6/2/2023,6373.41163
6/3/2023,6818.323946
6/4/2023,6785.330906
6/5/2023,6159.641968
6/6/2023,3982.86815
6/7/2023,6409.292545
6/8/2023,3482.026934
6/9/2023,4535.675133
6/10/2023,10713.74242
6/11/2023,11871.31741
6/12/2023,4508.549473
6/13/2023,4543.050983
6/14/2023,8946.937722
6/15/2023,11098.64035
6/16/2023,3163.547393
6/17/2023,7005.523942
6/18/2023,8088.072678
6/19/2023,5045.344617
6/20/2023,5005.601683
6/21/2023,7451.805544
6/22/2023,4870.562446
6/23/2023,8263.775096
6/24/2023,5771.905152
6/25/2023,9745.830168
6/26/2023,5009.078752
6/27/2023,7728.393661
6/28/2023,7821.818139
6/29/2023,6521.824438
6/30/2023,4553.29115
7/1/2023,12133.1947
7/2/2023,3760.590374
7/3/2023,5205.711698
7/4/2023,9414.928074
7/5/2023,7562.155416
7/6/2023,9288.781326
7/7/2023,2838.828248
7/8/2023,10551.60363
7/9/2023,5850.859401
7/10/2023,5405.836653
7/11/2023,8805.565589
7/12/2023,7883.342184
7/13/2023,5567.139593
7/14/2023,7352.717425
7/15/2023,14785.74749
7/16/2023,7254.2991
7/17/2023,2294.770243
7/18/2023,8026.929099
7/19/2023,4109.766367
7/20/2023,6033.337728
7/21/2023,8361.747829
7/22/2023,10578.10724
7/23/2023,4228.401163
7/24/2023,8928.947249
7/25/2023,4953.143465
7/26/2023,4261.463342
7/27/2023,5173.569796
7/28/2023,6263.051749
7/29/2023,9394.519474
7/30/2023,5780.669355
7/31/2023,7362.839599
8/1/2023,10797.13458
8/2/2023,6488.829016
8/3/2023,2904.188444
8/4/2023,6978.977339
8/5/2023,5076.040717
8/6/2023,11540.23308
8/7/2023,9169.631666
8/8/2023,6134.975622
8/9/2023,6063.235635
8/10/2023,6612.154249
8/11/2023,9804.308938
8/12/2023,4814.435813
8/13/2023,5068.016999
8/14/2023,5504.335459
8/15/2023,4046.705702
8/16/2023,6543.959158
8/17/2023,4915.692044
8/18/2023,3939.939598
8/19/2023,10717.02982
8/20/2023,4605.697966
8/21/2023,9271.799493
8/22/2023,8573.602817
8/23/2023,9565.406493
8/24/2023,6401.8389
8/25/2023,9182.194151
8/26/2023,9982.918391
8/27/2023,10135.12096
8/28/2023,6905.131989
8/29/2023,4230.764459
8/30/2023,12124.97077
8/31/2023,7915.337117
9/1/2023,10316.16393
9/2/2023,8714.340609
9/3/2023,5724.610484
9/4/2023,2352.573805
9/5/2023,7630.411806
9/6/2023,9246.110452
9/7/2023,8038.503093
9/8/2023,3276.159798
9/9/2023,8078.060597
9/10/2023,6027.252374
9/11/2023,9255.527351
9/12/2023,3103.970085
9/13/2023,9199.187816
9/14/2023,10230.48849
9/15/2023,12542.89696
9/16/2023,9920.769707
9/17/2023,11440.89936
9/18/2023,8644.500209
9/19/2023,9222.323725
9/20/2023,8003.942243
9/21/2023,10268.74448
9/22/2023,6430.775049
9/23/2023,10066.97456
9/24/2023,5035.772308
9/25/2023,5593.585659
9/26/2023,8307.340797
9/27/2023,6669.025499
9/28/2023,7670.291892
9/29/2023,3061.836555
9/30/2023,10076.62465
10/1/2023,17080.56914
10/2/2023,5102.255909
10/3/2023,3960.652381
10/4/2023,7528.855351
10/5/2023,9650.077165
10/6/2023,7226.295856
10/7/2023,3319.346811
10/8/2023,2569.164584
10/9/2023,5651.120481
10/10/2023,4310.259309
10/11/2023,2999.645831
10/12/2023,5209.486219
10/13/2023,8283.483992
10/14/2023,7629.126753
10/15/2023,14770.59915
10/16/2023,9167.884527
10/17/2023,3144.693083
10/18/2023,6951.115886
10/19/2023,9573.74014
10/20/2023,7524.529959
10/21/2023,6703.09586
10/22/2023,5076.250193
10/23/2023,3293.927718
10/24/2023,5053.465861
10/25/2023,7140.673841
10/26/2023,5036.881441
10/27/2023,9553.159719
10/28/2023,11060.59108
10/29/2023,3462.768738
10/30/2023,11023.49292
10/31/2023,9476.357455
11/1/2023,12501.00916
11/2/2023,3317.9781
11/3/2023,3249.610153
11/4/2023,9975.807788
11/5/2023,7879.551352
11/6/2023,8856.998679
11/7/2023,7990.55418
11/8/2023,9472.981635
11/9/2023,4629.406126
11/10/2023,3672.527304
11/11/2023,7460.654197
11/12/2023,3724.726348
11/13/2023,8622.78015
11/14/2023,1979.242279
11/15/2023,12424.93161
11/16/2023,4167.781084
11/17/2023,3725.399018
11/18/2023,9612.160557
11/19/2023,3762.865275
11/20/2023,5849.275214
11/21/2023,4978.237958
11/22/2023,2845.00542
11/23/2023,4259.415643
11/24/2023,2582.242997
11/25/2023,11699.78091
11/26/2023,7326.830329
11/27/2023,7734.026183
11/28/2023,2996.586755
11/29/2023,8842.617255
11/30/2023,11037.96183
12/1/2023,12162.20083
12/2/2023,3521.666765
12/3/2023,5673.897424
12/4/2023,2164.191588
12/5/2023,7247.076724
12/6/2023,6704.152796
12/7/2023,5614.627756
12/8/2023,6140.897746
12/9/2023,7474.626792
12/10/2023,3667.496093
12/11/2023,3289.792737
12/12/2023,7709.706213
12/13/2023,6736.839917
12/14/2023,3691.069942
12/15/2023,13640.99357
12/16/2023,6058.619225
12/17/2023,6235.18965
12/18/2023,2590.54835
12/19/2023,4725.107863
12/20/2023,5519.592518
12/21/2023,8048.985036
12/22/2023,2140.224788
12/23/2023,2832.030102
12/24/2023,3593.788969
12/25/2023,5363.769285
12/26/2023,6116.980978
12/27/2023,9897.586414
12/28/2023,4870.013265
12/29/2023,5218.59808
12/30/2023,13851.12987
12/31/2023,6924.892149
1/1/2022,13782.24608
1/2/2022,5327.610091
1/3/2022,4483.600566
1/4/2022,5868.738806
1/5/2022,7361.189396
1/6/2022,8548.218382
1/7/2022,8981.265476
1/8/2022,3791.805632
1/9/2022,7769.759094
1/10/2022,5860.155161
1/11/2022,10250.43253
1/12/2022,7206.573281
1/13/2022,7320.739755
1/14/2022,7417.084291
1/15/2022,16022.67119
1/16/2022,2364.816072
1/17/2022,8018.409518
1/18/2022,9388.824657
1/19/2022,1731.405558
1/20/2022,3239.321095
1/21/2022,4852.585421
1/22/2022,9817.172013
1/23/2022,2292.957683
1/24/2022,6060.13288
1/25/2022,5392.645791
1/26/2022,3159.053092
1/27/2022,7735.382892
1/28/2022,9779.593557
1/29/2022,3617.342185
1/30/2022,5550.609897
1/31/2022,6610.762492
2/1/2022,3774.102844
2/2/2022,7346.014773
2/3/2022,6915.044187
2/4/2022,3952.568965
2/5/2022,7050.217508
2/6/2022,6236.089772
2/7/2022,7733.486255
2/8/2022,6012.934107
2/9/2022,4071.417363
2/10/2022,5721.445658
2/11/2022,1955.687086
2/12/2022,5808.124087
2/13/2022,9580.434805
2/14/2022,3882.447131
2/15/2022,3980.729907
2/16/2022,8049.655011
2/17/2022,2938.207446
2/18/2022,7494.110716
2/19/2022,8225.754202
2/20/2022,10178.96717
2/21/2022,5613.764362
2/22/2022,2282.219596
2/23/2022,6187.162435
2/24/2022,8875.060631
2/25/2022,5589.399681
2/26/2022,9514.541669
2/27/2022,4860.373373
2/28/2022,2636.199691
3/1/2022,5411.822154
3/2/2022,7023.096902
3/3/2022,8068.769752
3/4/2022,2657.71178
3/5/2022,3183.716475
3/6/2022,8089.249816
3/7/2022,2539.766697
3/8/2022,4786.804826
3/9/2022,3648.068622
3/10/2022,2953.379377
3/11/2022,6801.02664
3/12/2022,7106.303706
3/13/2022,9878.975265
3/14/2022,8416.223349
3/15/2022,11245.53701
3/16/2022,3537.804528
3/17/2022,3793.271803
3/18/2022,6586.869789
3/19/2022,10017.10901
3/20/2022,4592.492141
3/21/2022,7138.117025
3/22/2022,8243.735483
3/23/2022,6695.905257
3/24/2022,9952.048157
3/25/2022,7402.298319
3/26/2022,8362.408242
3/27/2022,12072.01741
3/28/2022,3175.762816
3/29/2022,5783.208064
3/30/2022,7016.329679
3/31/2022,6400.17212
4/1/2022,8808.190656
4/2/2022,6890.313864
4/3/2022,2827.937599
4/4/2022,3927.731001
4/5/2022,9556.368533
4/6/2022,2854.008388
4/7/2022,6037.482477
4/8/2022,6808.316371
4/9/2022,10422.12105
4/10/2022,2752.933704
4/11/2022,8705.656686
4/12/2022,3363.526763
4/13/2022,5897.367302
4/14/2022,9406.8737
4/15/2022,4581.466811
4/16/2022,10474.23778
4/17/2022,9005.529132
4/18/2022,6965.558911
4/19/2022,4236.621704
4/20/2022,5623.068553
4/21/2022,6653.746208
4/22/2022,5471.936789
4/23/2022,6116.369397
4/24/2022,5904.097721
4/25/2022,2717.226932
4/26/2022,7136.649347
4/27/2022,4294.505948
4/28/2022,7443.564205
4/29/2022,4287.733655
4/30/2022,13744.81003
5/1/2022,12859.87966
5/2/2022,4311.501987
5/3/2022,7077.428381
5/4/2022,4675.231738
5/5/2022,7572.479963
5/6/2022,4838.951658
5/7/2022,9805.2022
5/8/2022,5502.12207
5/9/2022,7562.661958
5/10/2022,8288.793764
5/11/2022,8085.958973
5/12/2022,8549.164113
5/13/2022,9500.39334
5/14/2022,8920.85604
5/15/2022,10958.8281
5/16/2022,4778.86607
5/17/2022,9505.192661
5/18/2022,10029.15621
5/19/2022,3298.543047
5/20/2022,2780.945173
5/21/2022,5652.028389
5/22/2022,3401.289713
5/23/2022,6756.119827
5/24/2022,9265.53163
5/25/2022,7258.764372
5/26/2022,8395.031465
5/27/2022,6768.719871
5/28/2022,3675.645967
5/29/2022,9481.097814
5/30/2022,13343.15598
5/31/2022,7844.673405
6/1/2022,7911.799414
6/2/2022,7631.530201
6/3/2022,5748.595422
6/4/2022,10044.13652
6/5/2022,6546.402944
6/6/2022,3768.467897
6/7/2022,8908.37024
6/8/2022,9740.113393
6/9/2022,5191.306825
6/10/2022,7156.439794
6/11/2022,7207.838552
6/12/2022,9930.672434
6/13/2022,6238.660827
6/14/2022,3643.89124
6/15/2022,12949.16345
6/16/2022,8901.003212
6/17/2022,7232.590655
6/18/2022,6102.540745
6/19/2022,3619.400977
6/20/2022,6577.166048
6/21/2022,3918.875125
6/22/2022,3085.7913
6/23/2022,9429.352738
6/24/2022,8744.47256
6/25/2022,12114.10495
6/26/2022,10379.12799
6/27/2022,5293.471927
6/28/2022,4951.256887
6/29/2022,5985.961488
6/30/2022,8239.025351
7/1/2022,7331.038759
7/2/2022,5962.825905
7/3/2022,10863.50427
7/4/2022,5037.380637
7/5/2022,2665.303191
7/6/2022,9844.761583
7/7/2022,8033.110486
7/8/2022,8421.536175
7/9/2022,6924.148257
7/10/2022,10883.22577
7/11/2022,3811.654744
7/12/2022,3272.804245
7/13/2022,8065.880099
7/14/2022,5078.18686
7/15/2022,6277.640227
7/16/2022,3145.349447
7/17/2022,6665.751732
7/18/2022,7059.113617
7/19/2022,3244.687721
7/20/2022,6190.739043
7/21/2022,2265.954942
7/22/2022,6451.938134
7/23/2022,3602.471988
7/24/2022,2529.209583
7/25/2022,4040.663716
7/26/2022,3698.371302
7/27/2022,2724.484558
7/28/2022,4521.679323
7/29/2022,6353.08196
7/30/2022,15683.93149
7/31/2022,7367.134306
8/1/2022,13701.13508
8/2/2022,7093.881322
8/3/2022,4811.650261
8/4/2022,1990.093877
8/5/2022,2397.802493
8/6/2022,9761.9044
8/7/2022,3690.301374
8/8/2022,8278.678926
8/9/2022,2636.335688
8/10/2022,6310.547258
8/11/2022,6940.089127
8/12/2022,8566.682566
8/13/2022,9213.731172
8/14/2022,4503.097682
8/15/2022,3990.045058
8/16/2022,9687.679577
8/17/2022,4104.590993
8/18/2022,8179.469834
8/19/2022,2158.59582
8/20/2022,5463.383589
8/21/2022,10457.8307
8/22/2022,3611.620772
8/23/2022,6990.103431
8/24/2022,5286.13853
8/25/2022,2756.798277
8/26/2022,4492.216606
8/27/2022,10125.61917
8/28/2022,11043.22177
8/29/2022,5996.637495
8/30/2022,7589.536628
8/31/2022,3526.203227
9/1/2022,8979.846927
9/2/2022,8550.275854
9/3/2022,9858.211507
9/4/2022,6151.327006
9/5/2022,7430.098165
9/6/2022,3523.474397
9/7/2022,4233.597908
9/8/2022,4846.919221
9/9/2022,4455.915763
9/10/2022,9380.916073
9/11/2022,9123.908381
9/12/2022,5204.355163
9/13/2022,9538.607231
9/14/2022,7534.150598
9/15/2022,6512.96931
9/16/2022,8930.904379
9/17/2022,3307.983889
9/18/2022,6255.711131
9/19/2022,8811.897984
9/20/2022,3762.789396
9/21/2022,3517.66931
9/22/2022,7835.31197
9/23/2022,1911.230024
9/24/2022,4998.115374
9/25/2022,5862.150583
9/26/2022,9845.244642
9/27/2022,6609.438163
9/28/2022,6133.823529
9/29/2022,4990.939289
9/30/2022,4017.421778
10/1/2022,11273.54995
10/2/2022,5639.560737
10/3/2022,4504.520052
10/4/2022,2447.674859
10/5/2022,6105.745274
10/6/2022,9544.672711
10/7/2022,4418.964484
10/8/2022,9266.673112
10/9/2022,8199.976878
10/10/2022,10005.62884
10/11/2022,3261.637422
10/12/2022,8560.052039
10/13/2022,3812.679031
10/14/2022,6143.262404
10/15/2022,15732.12926
10/16/2022,11197.77466
10/17/2022,7317.425295
10/18/2022,2580.997147
10/19/2022,4769.331682
10/20/2022,8631.505249
10/21/2022,8239.324457
10/22/2022,8342.89101
10/23/2022,5961.955745
10/24/2022,3479.132547
10/25/2022,8126.876872
10/26/2022,8468.021937
10/27/2022,5010.021437
10/28/2022,4989.405839
10/29/2022,7452.57123
10/30/2022,16223.61548
10/31/2022,4431.159981
11/1/2022,12028.36966
11/2/2022,6216.795121
11/3/2022,5677.3394
11/4/2022,2229.326782
11/5/2022,5658.738589
11/6/2022,6789.0332
11/7/2022,6082.514781
11/8/2022,9521.053728
11/9/2022,6655.793929
11/10/2022,3757.781637
11/11/2022,2989.618286
11/12/2022,11720.21163
11/13/2022,10196.16112
11/14/2022,3057.124543
11/15/2022,4811.660751
11/16/2022,7535.470285
11/17/2022,10201.90405
11/18/2022,9115.04831
11/19/2022,2925.805309
11/20/2022,9098.751627
11/21/2022,3873.170295
11/22/2022,4594.428278
11/23/2022,2767.573145
11/24/2022,3472.808445
11/25/2022,6410.194267
11/26/2022,8999.679187
11/27/2022,11371.93891
11/28/2022,9325.929725
11/29/2022,2662.236267
11/30/2022,2929.222855
12/1/2022,14796.45373
12/2/2022,6488.655908
12/3/2022,4738.159001
12/4/2022,6612.508426
12/5/2022,2246.03806
12/6/2022,7182.577484
12/7/2022,7714.65017
12/8/2022,5700.877911
12/9/2022,8797.990841
12/10/2022,5276.744133
